Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
SeqMap/primitive/10,1.9774920148336907e-2,1.9553700970472116e-2,2.0577381402754384e-2,8.816226827143371e-4,1.3987328350417456e-4,1.757791733851271e-3
SeqMap/primitive/19,4.777945949850967e-2,4.756053902531548e-2,4.805509979058835e-2,4.8285767698849597e-4,3.105915275543081e-4,7.322762451097877e-4
SeqMap/primitive/29,0.1006436424542997,0.10059978353739199,0.10069127801421379,7.786700904805316e-5,5.587769933768497e-5,1.0789492558854172e-4
SeqMap/primitive/38,0.13868404335738715,0.13858726615851213,0.13890762566491804,2.156147157751723e-4,8.05306794700702e-5,3.5089204200353254e-4
SeqMap/primitive/48,0.1903663380175001,0.19015709663637811,0.19053212087601423,2.477241036515394e-4,1.6346471962217906e-4,3.187307911469303e-4
SeqMap/primitive/57,0.24227333466522394,0.24127663858234882,0.24304924226365981,1.0802596349393052e-3,8.851233486102548e-4,1.229677748678884e-3
SeqMap/primitive/67,0.29475595108233393,0.29328620512969794,0.29764052499085664,3.081059868312577e-3,1.8012621523201154e-4,3.8896225063264666e-3
SeqMap/primitive/76,0.3778947592363693,0.36916610307525843,0.3837792515405454,9.38892580065627e-3,5.4797850316390395e-3,1.3242739331680149e-2
SeqMap/primitive/86,0.45234387897653505,0.43671119026839733,0.4807027374044992,2.7526504161894172e-2,1.0617077350616455e-6,3.274660207183782e-2
SeqMap/bst/1,1.7165517827059102e-4,1.6870656264135047e-4,1.7531213425789883e-4,1.0982669553855702e-5,8.488596141139316e-6,1.247343855014683e-5
SeqMap/bst/9,4.684194860724519e-3,4.6770399975138875e-3,4.690211359742687e-3,2.0339253156672013e-5,1.7737053872126174e-5,2.3459314780108246e-5
SeqMap/bst/18,1.2089527913399612e-2,1.196470015459989e-2,1.2329387378616129e-2,4.390364243537781e-4,2.6461573417921504e-4,6.223845598731027e-4
SeqMap/bst/26,2.1984160054400962e-2,2.1721768846747508e-2,2.24855906412841e-2,8.280658312183579e-4,4.6653448602634065e-4,1.1192380548355797e-3
SeqMap/bst/35,3.4870853761837566e-2,3.445186775696973e-2,3.5500981225219094e-2,1.0441348601133596e-3,6.57879755942259e-4,1.655161203573836e-3
SeqMap/bst/44,4.9849663110602606e-2,4.9609454759420496e-2,5.0183465596382856e-2,5.472119170543856e-4,3.61141672424523e-4,6.563035018930879e-4
SeqMap/bst/53,7.026736083249038e-2,7.013681158141205e-2,7.057754514761153e-2,3.3228676302721324e-4,1.440525537089698e-4,5.286376607236041e-4
SeqMap/bst/61,8.745646793661373e-2,8.734279117192187e-2,8.75679184962064e-2,1.8857709422926425e-4,1.3851943431025397e-4,2.4325220976505413e-4
SeqMap/bst/70,0.10420254583772752,0.10329571411816807,0.10510876234325152,1.4638534439796525e-3,1.1887939520802973e-3,1.9453964791009866e-3
SeqMap/bst/79,0.12249281594219308,0.12236898597329855,0.12270073275625085,2.4181968038811385e-4,1.418896816533048e-4,3.56115310378547e-4
SeqSeq/xmonad/1,3.3165721832443114e-4,3.313747998033194e-4,3.3197881203161645e-4,9.769372427010836e-7,8.182615669791046e-7,1.1544834082450194e-6
SeqSeq/xmonad/13,1.5016732484225151e-2,1.495793244787239e-2,1.5100902913536345e-2,1.8237661893779955e-4,1.425686575239075e-4,2.2838101317039576e-4
SeqSeq/xmonad/26,4.20043637580654e-2,4.166009117744473e-2,4.223855848482837e-2,5.761863109236579e-4,3.404275921803866e-4,7.62729276495596e-4
SeqSeq/xmonad/40,7.305640415644642e-2,7.292560874343369e-2,7.31778532304246e-2,2.2607356185855589e-4,1.718345543535142e-4,2.984207151365055e-4
SeqSeq/xmonad/53,0.10899630613207022,0.1088957438736947,0.10915908744883916,1.999054521085549e-4,1.0266167228267059e-4,3.167445018947883e-4
